"full_name","gender","mfa_degree","role","prize_year","prize_name","prize_amount","prize_institution","prize_type","prize_genre","given_name","last_name","author_wikidata","author_wikidata_label","author_viaf","author_lccn","elite_institution","graduate_degree","iowa_mfa_person_id","stegner","title_of_winning_book"
"J. Anton Shammas","male","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","J. Anton","Shammas","","","","","","","","",""
"James Merrill","male","","judge","1991","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","James","Merrill","Q1368437","James Merrill","73866527","n80026113","","","","",""
"Joseph Brodsky","male","","winner","1991","Poet Laureate","35,000","Library of Congress","career","poetry","Joseph","Brodsky","Q862","Joseph Brodsky","31993687","n80022834","","","","",""
"Rick Rofihe","male","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Rick","Rofihe","Q15438954","Rick Rofihe","11481761","n91037869","","","","",""
"Scott McPherson","male","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Scott","McPherson","Q7436848","Scott McPherson","84256138","nr90028413","","","","",""
"Stanley Crouch","male","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Stanley","Crouch","Q355531","Stanley Crouch","71526379","n88252240","","","","",""
"Jean Valentine","female","","judge","1991","National Book Award","10,000","National Book Foundation","book","poetry","Jean","Valentine","Q14948838","Jean Valentine","161665325","n79027012","Radcliffe College","graduate","","","What Work Is"
"Anne Tyler","female","","judge","1991","Pulitzer Prize","15,000","Columbia University","book","prose","Anne","Tyler","Q235615","Anne Tyler","39384885","n79100453","","","","","Rabbit At Rest"
"Bharati Mukherjee","female","University of Iowa","judge","1991","Faulkner Award for Fiction","15,000","PEN America","book","prose","Bharati","Mukherjee","Q4357833","Bharati Mukherjee","76348204","n50004570","","graduate","171","","Philadelphia Fire"
"Maureen Howard,","female","","judge","1991","Faulkner Award for Fiction","15,000","PEN America","book","prose","Maureen","Howard,","Q6792696","Maureen Howard","30439573","n79147912","","","","","Philadelphia Fire"
"Josephine Jacobsen","female","","judge","1991","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Josephine","Jacobsen","Q6288385","Josephine Jacobsen","17268228","n50027989","","","","","New Poems, 1980-88"
"Molly Peacock","female","","judge","1991","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Molly","Peacock","Q13563281","Molly Peacock","7434930","n79097095","","","","","New Poems, 1980-88"
"Rita Dove","female","University of Iowa","judge","1991","Pulitzer Prize","15,000","Columbia University","book","poetry","Rita","Dove","Q445740","Rita Dove","39400140","n80111701","","graduate","966","","Near Changes"
"Mona Van Duyn","female","","winner","1991","Pulitzer Prize","15,000","Columbia University","book","poetry","Mona","Van Duyn","Q6897736","Mona Van Duyn","14898782","n81147222","","graduate","","","Near Changes"
"Lynne Sharon Schwartz","female","University of Iowa","judge","1991","National Book Award","10,000","National Book Foundation","book","prose","Lynne Sharon","Schwartz","Q1878899","Lynne Sharon Schwartz","49379687","n80017432","","graduate","3674","","Mating"
"Anne Bernays","female","","judge","1991","National Book Award","10,000","National Book Foundation","book","prose","Anne","Bernays","Q4768162","Anne Bernays","62462278","n79145647","Barnard College","","","","Mating"
"Martha Nussbaum","female","","winner","1991","Diamonstein-Spielvogel Award for the Art of the Essay","15,000","PEN America","book","prose","Martha","Nussbaum","Q235470","Martha Nussbaum","101364836","n78028978","Harvard University","graduate","","","Love's Knowledge: : Essays on Philosophy and Literature"
"Elizabeth Graver","female","Washington University","winner","1991","Drue Heinz Literature Prize","15,000","University of Pittsburg Press","book","prose","Elizabeth","Graver","Q5362867","Elizabeth Graver","93798329","n91039775","","graduate","","","Have You Seen Me?"
"Joanna Scott","female","","winner","1991","Rosenthal Family Foundation Award","10,000","American Academy of Arts and Letters","book","prose","Joanna","Scott","Q6205957","Joanna Scott","46798884","no91009696","Brown University","graduate","","","Arrogance"
"Chrystos Chrystos","female","","winner","1991","Lannan Award","150,000","Lannan Foundation","career","poetry","Chrystos","Chrystos","","","","","","","","",""
"Sandra Cisneros","female","University of Iowa","winner","1991","Lannan Award","150,000","Lannan Foundation","career","prose","Sandra","Cisneros","Q434164","Sandra Cisneros","112460612","n84021632","","graduate","1061","",""
"Alice Fulton","female","Cornell University","winner","1991","MacArthur Fellowship","500,000","MacArthur Foundation","career","no genre","Alice","Fulton","Q4725869","Alice Fulton","44542867","n79097823","Cornell University","graduate","","",""
"Ursula Leguin","female","","winner","1991","Harold D. Vursell Memorial Award","20,000","American Academy of Arts and Letters","career","prose","Ursula","Leguin","Q181659","Ursula K. Le Guin","101734435","n78095474","Radcliffe College, Columbia University","graduate","","",""
"Allegra Goodman","female","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Allegra","Goodman","Q4731395","Allegra Goodman","97858346","n88276066","Harvard University, Stanford University","graduate","","Stegner",""
"Cynthia Kadohata","female","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Cynthia","Kadohata","Q5200091","Cynthia Kadohata","102389975","n88107455","Columbia University","graduate","","",""
"Eudora Welty","female","","winner","1991","Helmerich Distinguished Author Award","40,000","Tulsa Library Trust","career","prose","Eudora","Welty","Q259364","Eudora Welty","4938026","n79038434","Columbia University","graduate","","",""
"Jaimy Gordon","female","","winner","1991","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Jaimy","Gordon","Q1678769","Jaimy Gordon","61724782","n79132440","Brown University","graduate","","",""
"Rebecca Goldstein","female","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Rebecca","Goldstein","Q766723","Rebecca Goldstein","97856142","n83017737","Barnard College, Harvard University","graduate","","",""
"Eleanor Wilner","female","","winner","1991","MacArthur Fellowship","500,000","MacArthur Foundation","career","no genre","Eleanor","Wilner","Q5354413","Eleanor Wilner","110752455","n79064989","","graduate","","",""
"Mona Van Duyn","female","","judge","1991","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Mona","Van Duyn","Q6897736","Mona Van Duyn","14898782","n81147222","","graduate","","",""
"Mona Van Duyn","female","","judge","1991","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Mona","Van Duyn","Q6897736","Mona Van Duyn","14898782","n81147222","","graduate","","",""
"Thylias Moss","female","","winner","1991","Whiting Award","50,000","Whiting Foundation","career","no genre","Thylias","Moss","Q3990983","Thylias Moss","7404841","n88116734","","graduate","","",""
"Rachel Ingalls","female","","winner","1991","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Rachel","Ingalls","Q7279281","Rachel Ingalls","19713284","n82116642","Radcliffe College","","","",""
"Laura Riding Jackson","female","","winner","1991","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Laura Riding","Jackson","Q3312332","Laura Riding","94593903","n79004208","Cornell University","","","",""
"Amy Clampitt","female","","judge","1991","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Amy","Clampitt","Q128263","Amy Clampitt","59098378","n82079094","","","","",""
"Daniel Stern","male","","winner","1990","Rosenthal Family Foundation Award","10,000","American Academy of Arts and Letters","book","prose","Daniel","Stern","Q5218842","Daniel Stern","108290713","n80003985","","","","","Twice Told Tales"
"Charles Wright","male","University of Iowa","judge","1990","Pulitzer Prize","15,000","Columbia University","book","poetry","Charles","Wright","Q2960465","Charles Wright","110426741","n78095427","","graduate","175","","The World Doesn't End"
"Garrett Hongo","male","Univeristy of California, Irvine","judge","1990","Pulitzer Prize","15,000","Columbia University","book","poetry","Garrett","Hongo","Q5523900","Garrett Hongo","59947817","n79036313","","graduate","","","The World Doesn't End"
"Charles Simic","male","","winner","1990","Pulitzer Prize","15,000","Columbia University","book","poetry","Charles","Simic","Q722555","Charles Simic","22044","n80043344","","","","","The World Doesn't End"
"Philip O'Conner","male","","judge","1990","Pulitzer Prize","15,000","Columbia University","book","prose","Philip","O'Conner","","","","","","","","","The Mambo Kings Play Songs Of Love"
"Joel Conarroe","male","","judge","1990","Pulitzer Prize","15,000","Columbia University","book","prose","Joel","Conarroe","","","","","","graduate","","","The Mambo Kings Play Songs Of Love"
"Oscar Hijuelos","male","","winner","1990","Pulitzer Prize","15,000","Columbia University","book","prose","Oscar","Hijuelos","Q579475","Oscar Hijuelos","61601967","n82120993","","graduate","","","The Mambo Kings Play Songs Of Love"
"Mark Richard","male","","winner","1990","Hemingway Award for Debut Novel","10,000","PEN America","book","prose","Mark","Richard","Q6769414","Mark Richard","102381015","n88073301","","","","","The Ice At The Bottom Of The World"
"William Gass","male","","judge","1990","National Book Award","10,000","National Book Foundation","book","prose","William","Gass","Q304874","William H. Gass","108798167","n79096948","Cornell University","graduate","","","Middle Passage"
"Paul West","male","","judge","1990","National Book Award","10,000","National Book Foundation","book","prose","Paul","West","Q3372424","Paul West","50731121","n80044528","Columbia University","graduate","","","Middle Passage"
"Phillip Lopate","male","","judge","1990","National Book Award","10,000","National Book Foundation","book","prose","Phillip","Lopate","Q7185739","Phillip Lopate","10935068","n79089489","Columbia University","graduate","","","Middle Passage"
"Charles Johnson","male","","winner","1990","National Book Award","10,000","National Book Foundation","book","prose","Charles","Johnson","Q1065092","Charles Johnson","9223372036854775808","n86836122","","graduate","","","Middle Passage"
"Rick Hillis","male","University of Iowa","winner","1990","Drue Heinz Literature Prize","15,000","University of Pittsburg Press","book","prose","Rick","Hillis","Q7331458","Rick Hillis","44332932","n90616430","Stanford University","graduate","1525","Stegner","Limbo River"
"Russell Banks","male","","judge","1990","Drue Heinz Literature Prize","15,000","University of Pittsburg Press","book","prose","Russell","Banks","Q665144","Russell Banks","66487364","n79131992","","","","","Limbo River"
"Michael Ryan","male","University of Iowa","winner","1990","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Michael","Ryan","Q6834055","Michael Ryan","7620757","n80090635","","graduate","missing","","God Hunger"
"William Pritchard","male","","judge","1990","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","William","Pritchard","","","","","Harvard University","graduate","","","God Hunger"
"Sydney Lea","male","","judge","1990","Lenore Marshall Poetry Prize","25,000","Academy of American Poets","book","poetry","Sydney","Lea","Q7660012","Sydney Lea","261235446","n79122866","Yale University","","","","God Hunger"
"Bernard Knox","male","","winner","1990","Diamonstein-Spielvogel Award for the Art of the Essay","15,000","PEN America","book","prose","Bernard","Knox","Q822582","","100178902","n79040063","Harvard University, Yale University","graduate","","","Essays Ancient And Modern"
"Nicholas Delbanco","male","","judge","1990","Faulkner Award for Fiction","15,000","PEN America","book","prose","Nicholas","Delbanco","","","","","Harvard University, Columbia University","graduate","","","Billy Bathgate"
"E. L. Doctorow","male","","winner","1990","Faulkner Award for Fiction","15,000","PEN America","book","prose","E. L.","Doctorow","Q335232","E. L. Doctorow","14768905","n79021656","","","","","Billy Bathgate"
"Mark Strand","male","University of Iowa","winner","1990","Poet Laureate","35,000","Library of Congress","career","poetry","Mark","Strand","Q928775","Mark Strand","49272680","n79090257","Yale University","graduate","3152","",""
"Stephen Wright","male","University of Iowa","winner","1990","Whiting Award","50,000","Whiting Foundation","career","no genre","Stephen","Wright","Q7610892","Stephen Wright","84682174","n83166118","","graduate","903","",""
"Hayden Carruth","male","","winner","1990","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Hayden","Carruth","Q4357709","Hayden Carruth","79047287","n50032361","University of Chicago","graduate","","",""
"Joseph Parisi","male","","judge","1990","Ruth Lilly Poetry Prize","100,000","Poetry Foundation","career","poetry","Joseph","Parisi","","","","","University of Chicago","graduate","","",""
"James Hadley Billington","male","","judge","1990","Poet Laureate","35,000","Library of Congress","career","poetry","James Hadley","Billington","Q137576","James H. Billington","54202464","n80020417","Princeton University","graduate","","",""
"James Hadley Billington","male","","judge","1990","Poet Laureate","35,000","Library of Congress","career","poetry","James Hadley","Billington","Q137576","James H. Billington","54202464","n80020417","Princeton University","graduate","","",""
"John Ashbery","male","","judge","1990","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","John","Ashbery","Q29418","John Ashbery","100001869","n79059269","Harvard University, Columbia University","graduate","","",""
"Edmund Morgan","male","","winner","1990","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Edmund","Morgan","Q365672","Edmund S. Morgan","32074380","n50005822","Harvard University","graduate","","",""
"Howard Nemerov","male","","judge","1990","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Howard","Nemerov","Q429011","Howard Nemerov","68933459","n78084908","Harvard University","graduate","","",""
"Howard Nemerov","male","","winner","1990","Poet Laureate","35,000","Library of Congress","career","poetry","Howard","Nemerov","Q429011","Howard Nemerov","68933459","n78084908","Harvard University","graduate","","",""
"M. H. Abrams","male","","winner","1990","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","M. H.","Abrams","Q1523584","M. H. Abrams","108449655","n79061116","Harvard University","graduate","","",""
"Richard Wilbur","male","","judge","1990","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Richard","Wilbur","Q1333582","Richard Wilbur","14804371","n79007244","Harvard University","graduate","","",""
"Stanley Kunitz","male","","judge","1990","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Stanley","Kunitz","Q1974852","Stanley Kunitz","109638294","n79007720","Harvard University","graduate","","",""
"Anthony Hecht","male","","judge","1990","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Anthony","Hecht","Q3618497","Anthony Hecht","76363549","n79148935","Columbia University","graduate","","",""
